read_87	233	17001479	17001735
read_88	227	6631123	6631379
read_89	215	11089824	11090080
read_90	226	18446487	18446743
read_91	222	1266599	1266855
read_92	208	21680800	21681056
read_93	246	18167133	18167389
read_94	226	12343501	12343757
read_95	241	4949287	4949543
read_96	227	8318948	8319204
read_97	248	3894270	3894526
read_98	90	5978829	5979085
read_99	221	21161455	21161711
read_100	194	3940542	3940798
read_101	229	9164735	9164991
read_102	97	1106312	1106568
read_103	229	9699534	9699790
read_104	225	12744270	12744526
read_105	220	4521208	4521464
read_106	232	5871196	5871452
read_107	239	20873433	20873689
read_108	222	3313829	3314085
read_109	213	25939	26195
read_110	225	15082829	15083085
read_111	233	21534957	21535213
read_112	242	7949522	7949778
read_113	215	13574189	13574445
read_114	211	5023427	5023683
read_115	211	4616430	4616686
read_116	233	24531003	24531259
read_117	232	23012870	23013126
read_118	231	16363767	16364023
read_119	240	3108048	3108304
read_120	222	11322609	11322865
read_121	225	15446827	15447083
read_122	225	19121423	19121679
read_123	250	1721579	1721835
read_124	240	7404830	7405086
read_125	215	19962932	19963188
read_126	231	9657011	9657267
read_127	225	224798	225054
read_128	238	16606282	16606538
read_129	233	17807219	17807475
read_130	94	9315180	9315436
read_131	206	2501469	2501725
read_132	199	3790345	3790601
read_133	229	24560092	24560348
read_134	246	6080545	6080801
read_135	241	23898393	23898649
read_136	213	4543971	4544227
read_137	236	24612250	24612506
read_138	237	917452	917708
read_139	204	1345036	1345292
read_140	225	3840101	3840357
read_141	230	12493380	12493636
read_142	254	11710596	11710852
read_143	208	21628487	21628743
read_144	228	9885643	9885899
read_145	250	22518676	22518932
read_146	240	22967700	22967956
read_147	241	12431894	12432150
read_148	91	4873286	4873542
read_149	233	11738700	11738956
read_150	245	3537398	3537654
read_151	203	4367469	4367725
read_152	224	7098010	7098266
read_153	250	15785168	15785424
read_154	233	282236	282492
read_155	210	4860304	4860560
read_156	229	13164923	13165179
read_157	238	24074086	24074342
read_158	240	23525245	23525501
read_159	242	4676247	4676503
read_160	243	6890320	6890576
read_161	238	3812335	3812591
read_162	242	19789932	19790188
read_163	225	10338730	10338986
read_164	225	18075821	18076077
read_165	219	7510316	7510572
read_166	247	4948008	4948264
read_167	241	21580293	21580549
read_168	237	778629	778885
read_169	241	18560944	18561200
read_170	240	11338669	11338925
read_171	239	18846586	18846842
read_172	253	14953029	14953285
read_173	235	20421767	20422023
read_174	219	12706001	12706257
read_175	211	14689367	14689623
read_176	231	19517900	19518156
read_177	242	10400819	10401075
read_178	244	2113081	2113337
read_179	229	15901140	15901396
read_180	226	2430017	2430273
read_181	216	17414331	17414587
read_182	221	23418327	23418583
read_183	224	4912973	4913229
read_184	239	22996567	22996823
read_185	229	3888987	3889243
read_186	254	24912553	24912809
read_187	215	15155939	15156195
read_188	256	12268100	12268356
read_189	238	2507810	2508066
read_190	221	7271643	7271899
read_191	243	20103067	20103323
read_192	238	5466871	5467127
read_193	225	10671619	10671875
read_194	229	19689470	19689726
read_195	225	19658140	19658396
read_196	252	12961089	12961345
read_197	225	3872042	3872298
read_198	218	22758295	22758551
read_199	231	19051596	19051852
read_200	230	19059196	19059452
read_201	236	13236861	13237117
read_202	234	12818746	12819002
read_203	215	8297779	8298035
read_204	204	19327288	19327544
read_205	239	21041013	21041269
read_206	246	10754016	10754272
read_207	221	5708006	5708262
read_208	220	21783922	21784178
read_209	238	8949631	8949887
read_210	226	16039807	16040063
read_211	232	24470990	24471246
read_212	234	11755801	11756057
read_213	219	19750096	19750352
read_214	221	10465499	10465755
read_215	232	20413036	20413292
read_216	243	14869966	14870222
read_217	228	14966466	14966722
read_218	219	8295213	8295469
read_219	233	8327239	8327495
read_220	227	8550954	8551210
read_221	89	12532631	12532887
read_222	217	24234042	24234298
read_223	240	15168968	15169224
read_224	234	8908191	8908447
read_225	97	19580390	19580646
read_226	237	18145194	18145450
read_227	234	19352290	19352546
read_228	248	1366871	1367127
read_229	223	21194233	21194489
read_230	218	22785329	22785585
read_231	216	619657	619913
read_232	241	9286432	9286688
read_233	245	20836731	20836987
read_234	215	6268699	6268955
read_235	228	1763881	1764137
read_236	229	8832403	8832659
read_237	212	12938094	12938350
read_238	215	17840979	17841235
read_239	236	12539724	12539980
read_240	237	13905555	13905811
read_241	248	4685678	4685934
read_242	255	16295042	16295298
read_243	237	24369175	24369431
read_244	226	15754958	15755214
read_245	226	7741328	7741584
read_246	237	12477455	12477711
read_247	251	24742808	24743064
read_248	222	7262884	7263140
read_249	217	14476372	14476628
read_250	242	22649137	22649393
read_251	224	17785120	17785376
read_252	249	24478934	24479190
read_253	247	3929373	3929629
read_254	87	2070366	2070622
read_255	214	3194650	3194906
read_256	247	22197238	22197494
read_257	222	10400379	10400635
read_258	210	20681802	20682058
read_259	221	6967527	6967783
read_260	85	1426501	1426757
read_261	228	16110862	16111118
read_262	236	17106096	17106352
read_263	232	1627836	1628092
read_264	226	10139014	10139270
read_265	242	15383852	15384108
read_266	222	11865517	11865773
read_267	236	13265326	13265582
read_268	230	2279917	2280173
read_269	236	10792920	10793176
read_270	204	791517	791773
read_271	208	5919938	5920194
read_272	234	16791802	16792058
read_273	219	22242723	22242979
read_274	242	11789578	11789834
read_275	222	22676863	22677119
read_276	229	11329	11585
read_277	226	24627055	24627311
read_278	242	14125010	14125266
read_279	231	21984298	21984554
read_280	242	23626369	23626625
read_281	234	17206708	17206964
read_282	235	8586902	8587158
read_283	223	15322363	15322619
read_284	228	23377926	23378182
read_285	238	16308626	16308882
read_286	205	15454899	15455155
read_287	238	9775019	9775275
read_288	210	14846264	14846520
read_289	246	11207677	11207933
read_290	231	2249422	2249678
read_291	222	2511306	2511562
read_292	244	11537758	11538014
read_293	235	13926891	13927147
read_294	211	7387053	7387309
read_295	248	21424646	21424902
read_296	222	11751340	11751596
read_297	233	4769463	4769719
read_298	208	18344364	18344620
read_299	203	5084148	5084404
read_300	233	4511742	4511998
read_301	226	1862370	1862626
read_302	236	24722865	24723121
read_303	232	12571351	12571607
read_304	223	12886413	12886669
read_305	232	15962624	15962880
read_306	222	5642432	5642688
read_307	207	7435459	7435715
read_308	233	9082064	9082320
read_309	223	20702509	20702765
read_310	215	19818117	19818373
read_311	231	13690076	13690332
read_312	228	12529980	12530236
read_313	253	8664552	8664808
read_314	232	19456292	19456548
read_315	241	14707608	14707864
read_316	228	18029556	18029812
read_317	247	603879	604135
read_318	245	2249143	2249399
read_319	248	17363071	17363327
read_320	233	19741274	19741530
read_321	237	680456	680712
read_322	211	1665711	1665967
read_323	243	11538378	11538634
read_324	237	19219863	19220119
read_325	225	7927591	7927847
read_326	233	20724578	20724834
read_327	91	22411529	22411785
read_328	218	22242626	22242882
read_329	231	12342861	12343117
read_330	238	21275623	21275879
read_331	199	12132745	12133001
read_332	213	16828450	16828706
read_333	240	7960802	7961058
read_334	209	24010739	24010995
read_335	202	22278030	22278286
read_336	243	6296468	6296724
read_337	225	22172099	22172355
read_338	214	8720270	8720526
read_339	229	12126231	12126487
read_340	237	12454162	12454418
read_341	210	24290984	24291240
read_342	244	1810412	1810668
read_343	216	3217174	3217430
read_344	94	18517465	18517721
read_345	230	18058700	18058956
read_346	231	2818560	2818816
read_347	242	226438	226694
read_348	237	18307657	18307913
read_349	236	9268966	9269222
read_350	238	11187792	11188048
read_351	243	24613349	24613605
read_352	219	23986998	23987254
read_353	235	7173554	7173810
read_354	210	12088348	12088604
read_355	241	6375220	6375476
read_356	237	6930481	6930737
read_357	205	8996732	8996988
read_358	234	6285538	6285794
read_359	251	2714982	2715238
read_360	251	13164286	13164542
read_361	218	2983964	2984220
read_362	216	7762619	7762875
read_363	221	3364407	3364663
read_364	222	859569	859825
read_365	243	19995991	19996247
read_366	236	22538045	22538301
read_367	248	12982989	12983245
read_368	216	23383518	23383774
read_369	226	18874080	18874336
read_370	241	23703056	23703312
read_371	239	20542687	20542943
read_372	212	15762172	15762428
read_373	250	14615146	14615402
read_374	219	7315551	7315807
read_375	221	12166044	12166300
read_376	225	644690	644946
read_377	222	2469068	2469324
read_378	245	7452028	7452284
read_379	254	3407118	3407374
read_380	219	23480707	23480963
read_381	210	8535538	8535794
read_382	227	11427773	11428029
read_383	196	23388069	23388325
read_384	224	14854805	14855061
read_385	228	838165	838421
read_386	219	7129788	7130044
read_387	224	19179495	19179751
read_388	202	19876623	19876879
read_389	234	5201555	5201811
read_390	223	9383331	9383587
read_391	249	9364188	9364444
read_392	253	674780	675036
read_393	249	14323942	14324198
read_394	220	11254111	11254367
read_395	244	15837830	15838086
read_396	230	23284475	23284731
read_397	233	3248002	3248258
read_398	218	18871034	18871290
read_399	227	24382884	24383140
read_400	232	8957465	8957721
read_401	246	2473495	2473751
read_402	240	22365192	22365448
read_403	252	24689970	24690226
read_404	225	18701114	18701370
read_405	252	2738249	2738505
read_406	233	4820736	4820992
read_407	214	24353829	24354085
read_408	233	24465934	24466190
read_409	237	18707446	18707702
read_410	220	7387854	7388110
read_411	237	16256472	16256728
read_412	232	17941405	17941661
read_413	216	7609356	7609612
read_414	209	2266017	2266273
read_415	227	479283	479539
read_416	94	12219637	12219893
read_417	216	10916781	10917037
read_418	246	24351198	24351454
read_419	221	1376037	1376293
read_420	224	836073	836329
read_421	217	1962092	1962348
read_422	223	14631575	14631831
read_423	222	20519738	20519994
read_424	231	4488440	4488696
read_425	230	24170275	24170531
read_426	237	14027551	14027807
read_427	239	8330791	8331047
read_428	231	13666179	13666435
read_429	201	2965527	2965783
read_430	247	1657349	1657605
read_431	217	24936360	24936616
read_432	244	24428116	24428372
read_433	232	18456746	18457002
read_434	232	9330504	9330760
read_435	233	22604876	22605132
read_436	237	10199395	10199651
read_437	237	3621459	3621715
read_438	237	15446244	15446500
read_439	251	21290756	21291012
read_440	214	11129793	11130049
read_441	222	18871429	18871685
read_442	96	12102651	12102907
read_443	233	10469904	10470160
read_444	221	12183451	12183707
read_445	208	20421840	20422096
read_446	222	11591867	11592123
read_447	227	15721181	15721437
read_448	252	21677480	21677736
read_449	237	14673616	14673872
read_450	224	16745825	16746081
read_451	232	13772618	13772874
read_452	223	5911112	5911368
read_453	238	6207044	6207300
read_454	237	24563218	24563474
read_455	237	967457	967713
read_456	227	7828128	7828384
read_457	234	18254277	18254533
read_458	213	14343982	14344238
read_459	230	22677550	22677806
read_460	232	4559118	4559374
read_461	231	19110665	19110921
read_462	218	1548005	1548261
read_463	234	15764361	15764617
read_464	216	11310262	11310518
read_465	231	4016778	4017034
read_466	246	24469986	24470242
read_467	249	3795648	3795904
read_468	214	15967330	15967586
read_469	233	4961907	4962163
read_470	219	24454972	24455228
read_471	214	10178406	10178662
read_472	214	14571630	14571886
read_473	208	16709144	16709400
read_474	231	16280910	16281166
read_475	232	4645103	4645359
read_476	241	23161416	23161672
read_477	237	9479046	9479302
read_478	245	18172978	18173234
read_479	237	4167364	4167620
read_480	240	15111501	15111757
read_481	223	5915889	5916145
read_482	97	13963316	13963572
read_483	244	11985211	11985467
read_484	247	9749781	9750037
read_485	243	6404968	6405224
read_486	213	24621674	24621930
read_487	235	16032693	16032949
read_488	194	1923053	1923309
read_489	245	8353865	8354121
read_490	89	16890487	16890743
read_491	235	8724685	8724941
read_492	240	5406322	5406578
read_493	243	20636126	20636382
read_494	212	24176653	24176909
read_495	217	24548611	24548867
read_496	223	5511483	5511739
read_497	238	13227119	13227375
read_498	219	13963832	13964088
read_499	224	10801450	10801706
read_500	226	11104552	11104808
read_501	221	11126410	11126666
read_502	240	7174073	7174329
read_503	233	13815764	13816020
read_504	203	19077876	19078132
read_505	254	17894112	17894368
read_506	251	21067968	21068224
read_507	235	2902146	2902402
read_508	226	5461419	5461675
read_509	229	13607114	13607370
read_510	219	14115281	14115537
read_511	226	22659296	22659552
read_512	250	12137635	12137891
read_513	222	14941396	14941652
read_514	233	19512779	19513035
read_515	236	276957	277213
read_516	249	1185532	1185788
read_517	220	8306635	8306891
read_518	235	19454023	19454279
read_519	250	12141605	12141861
read_520	231	11909657	11909913
read_521	227	23523131	23523387
read_522	238	18935696	18935952
read_523	218	8256298	8256554
read_524	221	20963454	20963710
read_525	228	21970861	21971117
read_526	240	2585558	2585814
read_527	198	13932096	13932352
read_528	244	19071	19327
read_529	216	2125372	2125628
read_530	228	5168550	5168806
read_531	240	19547714	19547970
read_532	228	4716983	4717239
read_533	239	18128571	18128827
read_534	224	10931944	10932200
read_535	210	15463582	15463838
read_536	228	20310806	20311062
read_537	246	12049178	12049434
read_538	97	10291135	10291391
read_539	195	24200436	24200692
read_540	236	12330894	12331150
read_541	236	22221626	22221882
read_542	237	19278710	19278966
read_543	87	10957803	10958059
read_544	200	18833392	18833648
read_545	229	24678360	24678616
read_546	234	20076039	20076295
read_547	241	21975576	21975832
read_548	227	11078507	11078763
read_549	234	23879741	23879997
read_550	212	23294300	23294556
read_551	218	835319	835575
read_552	236	12542780	12543036
read_553	208	2250025	2250281
read_554	232	6432981	6433237
read_555	227	17021597	17021853
read_556	246	12752731	12752987
read_557	228	18769268	18769524
read_558	242	10037145	10037401
read_559	231	10612235	10612491
read_560	226	855124	855380
read_561	223	23495745	23496001
read_562	219	19546349	19546605
read_563	221	18034978	18035234
read_564	208	6917154	6917410
read_565	212	1553163	1553419
read_566	208	16700564	16700820
read_567	227	17910589	17910845
read_568	216	16698283	16698539
read_569	214	6664390	6664646
read_570	237	18129007	18129263
read_571	241	17436972	17437228
read_572	250	10956063	10956319
read_573	249	10589291	10589547
read_574	248	2010062	2010318
read_575	238	22637125	22637381
read_576	251	18571685	18571941
read_577	228	3429914	3430170
read_578	236	23069845	23070101
read_579	219	6408669	6408925
read_580	232	5440619	5440875
read_581	255	15486746	15487002
read_582	221	14752555	14752811
read_583	234	14173408	14173664
read_584	215	21253869	21254125
read_585	231	22314950	22315206
read_586	249	14019078	14019334
read_587	217	3396539	3396795
read_588	242	8492306	8492562
read_589	209	17345936	17346192
read_590	232	23779954	23780210
read_591	198	16016267	16016523
read_592	231	19266773	19267029
read_593	209	8559269	8559525
read_594	218	19769325	19769581
read_595	235	11302288	11302544
read_596	243	15632093	15632349
read_597	232	12383236	12383492
read_598	221	963751	964007
read_599	218	9739028	9739284
read_600	243	5672777	5673033
read_601	224	13424226	13424482
read_602	228	9194014	9194270
read_603	221	14871955	14872211
read_604	231	8242758	8243014
read_605	240	2874546	2874802
read_606	210	1914	2170
read_607	215	4566678	4566934
read_608	233	998989	999245
read_609	223	14844131	14844387
read_610	242	6033171	6033427
read_611	212	4400429	4400685
read_612	233	3289789	3290045
read_613	218	15081703	15081959
read_614	230	13481759	13482015
read_615	225	20957945	20958201
read_616	223	17980696	17980952
read_617	248	22450277	22450533
read_618	218	15977314	15977570
read_619	251	23182073	23182329
read_620	245	6342873	6343129
read_621	216	4486797	4487053
read_622	248	4593482	4593738
read_623	232	12146781	12147037
read_624	228	15879503	15879759
read_625	229	16407704	16407960
read_626	253	18405084	18405340
read_627	217	16533350	16533606
read_628	209	18402621	18402877
read_629	240	17264956	17265212
read_630	218	18888245	18888501
read_631	229	14465641	14465897
read_632	226	666401	666657
read_633	220	17679978	17680234
read_634	239	514897	515153
read_635	107	22475704	22475960
read_636	238	9584482	9584738
read_637	216	21928186	21928442
read_638	247	3545945	3546201
read_639	243	6576440	6576696
read_640	237	4296052	4296308
read_641	230	2479322	2479578
read_642	222	693421	693677
read_643	235	9616083	9616339
read_644	237	11015173	11015429
read_645	231	6598511	6598767
read_646	235	4196409	4196665
read_647	215	2194297	2194553
read_648	216	1540830	1541086
read_649	232	6426121	6426377
read_650	248	15418656	15418912
read_651	230	8284283	8284539
read_652	216	22428761	22429017
read_653	214	6470664	6470920
read_654	232	9982305	9982561
read_655	231	2097958	2098214
read_656	224	15822362	15822618
read_657	227	13428654	13428910
read_658	228	3939586	3939842
read_659	207	3524764	3525020
read_660	224	1195257	1195513
read_661	238	6923027	6923283
read_662	230	5875784	5876040
read_663	247	12828789	12829045
read_664	209	13177047	13177303
read_665	250	16190158	16190414
read_666	229	10652368	10652624
read_667	242	19793446	19793702
read_668	222	2571034	2571290
read_669	222	23360382	23360638
read_670	209	1985348	1985604
read_671	229	22188816	22189072
read_672	236	14209577	14209833
read_673	230	11752534	11752790
read_674	232	2396100	2396356
read_675	235	11081154	11081410
read_676	197	23743596	23743852
read_677	240	22774255	22774511
read_678	224	15536415	15536671
read_679	217	11676293	11676549
read_680	241	865639	865895
read_681	230	14893584	14893840
read_682	250	11392260	11392516
read_683	243	3663931	3664187
read_684	224	16424324	16424580
read_685	205	16652831	16653087
read_686	224	5286414	5286670
read_687	215	21143656	21143912
read_688	200	15109428	15109684
read_689	248	4506872	4507128
read_690	229	24194172	24194428
read_691	238	20745066	20745322
read_692	212	17218470	17218726
read_693	248	7486720	7486976
read_694	214	179002	179258
read_695	214	19114900	19115156
read_696	215	17286180	17286436
read_697	230	7896781	7897037
read_698	91	18163404	18163660
read_699	211	2840885	2841141
read_700	231	20205678	20205934
read_701	243	7464702	7464958
read_702	228	14527485	14527741
read_703	226	3630113	3630369
read_704	225	9258278	9258534
read_705	229	21174861	21175117
read_706	252	665879	666135
read_707	235	18083780	18084036
read_708	243	11974344	11974600
read_709	226	18463830	18464086
read_710	231	12927146	12927402
read_711	216	1636244	1636500
read_712	216	23795143	23795399
read_713	221	13422033	13422289
read_714	237	20401115	20401371
read_715	230	19104025	19104281
read_716	249	22522551	22522807
read_717	253	8987915	8988171
read_718	218	22968320	22968576
read_719	238	18567462	18567718
read_720	241	24514504	24514760
read_721	233	10842010	10842266
read_722	226	22555686	22555942
read_723	206	11823057	11823313
read_724	236	6741043	6741299
read_725	244	7198084	7198340
read_726	212	5496672	5496928
read_727	222	12367935	12368191
read_728	223	1986359	1986615
read_729	241	24714372	24714628
read_730	222	10420648	10420904
read_731	254	1050404	1050660
read_732	233	13393728	13393984
read_733	199	20937129	20937385
read_734	211	17470324	17470580
read_735	213	23871475	23871731
read_736	222	14877513	14877769
read_737	231	20700509	20700765
read_738	238	20360461	20360717
read_739	242	14574004	14574260
read_740	230	16040889	16041145
read_741	226	8625403	8625659
read_742	251	22109051	22109307
read_743	240	9760793	9761049
read_744	242	16159728	16159984
read_745	230	3128808	3129064
read_746	222	19960802	19961058
read_747	251	16982191	16982447
read_748	214	2592290	2592546
read_749	226	5212116	5212372
read_750	235	2677176	2677432
read_751	251	18062756	18063012
read_752	237	24009198	24009454
read_753	238	8916908	8917164
read_754	220	23871463	23871719
read_755	250	15496685	15496941
read_756	86	11088329	11088585
read_757	221	4451197	4451453
read_758	220	19178296	19178552
read_759	229	20051924	20052180
read_760	95	13052747	13053003
read_761	243	16679627	16679883
read_762	245	19939882	19940138
read_763	225	18964173	18964429
read_764	243	15375351	15375607
read_765	201	3774935	3775191
read_766	237	15534886	15535142
read_767	236	15956687	15956943
read_768	210	7467178	7467434
read_769	215	3838835	3839091
read_770	221	1299396	1299652
read_771	253	17865431	17865687
read_772	238	3044782	3045038
read_773	223	6853376	6853632
read_774	222	13327127	13327383
read_775	227	16689108	16689364
read_776	231	10325503	10325759
read_777	231	1564571	1564827
read_778	248	20970024	20970280
read_779	242	5343592	5343848
read_780	84	9182441	9182697
read_781	237	3058095	3058351
read_782	216	17506546	17506802
read_783	224	22896298	22896554
read_784	231	23784241	23784497
read_785	246	11326168	11326424
read_786	218	22617872	22618128
read_787	224	13420693	13420949
read_788	222	23664999	23665255
read_789	237	4353593	4353849
read_790	227	5881316	5881572
read_791	238	4084579	4084835
read_792	218	14114141	14114397
read_793	206	21897658	21897914
read_794	235	7316613	7316869
read_795	232	17616535	17616791
read_796	239	4439947	4440203
read_797	229	9955567	9955823
read_798	233	7559786	7560042
read_799	224	805285	805541
read_800	217	5732092	5732348
read_801	246	12297582	12297838
read_802	236	11748804	11749060
read_803	239	210342	210598
read_804	205	6105555	6105811
read_805	227	15362624	15362880
read_806	234	22055363	22055619
read_807	233	21958693	21958949
read_808	243	8696517	8696773
read_809	215	14076943	14077199
read_810	251	6164388	6164644
read_811	227	16349633	16349889
read_812	217	15466133	15466389
read_813	239	24313802	24314058
read_814	99	8306718	8306974
read_815	235	23135536	23135792
read_816	234	3412681	3412937
read_817	230	8100500	8100756
read_818	239	15829740	15829996
read_819	249	24157433	24157689
read_820	219	16540676	16540932
read_821	218	18482647	18482903
read_822	226	21672116	21672372
read_823	220	2983536	2983792
read_824	234	20321969	20322225
read_825	239	7552826	7553082
read_826	241	21053872	21054128
read_827	220	5819702	5819958
read_828	235	21240062	21240318
read_829	238	16391303	16391559
read_830	219	20449318	20449574
read_831	223	18472819	18473075
read_832	242	12014489	12014745
read_833	224	5224238	5224494
read_834	228	16057326	16057582
read_835	229	6731281	6731537
read_836	228	21498384	21498640
read_837	246	7514729	7514985
read_838	213	23776962	23777218
read_839	225	15403857	15404113
read_840	225	11060334	11060590
read_841	244	915827	916083
read_842	234	17612771	17613027
read_843	215	2605181	2605437
read_844	217	19675004	19675260
read_845	251	9818021	9818277
read_846	229	12747826	12748082
read_847	222	11042032	11042288
read_848	239	6673835	6674091
read_849	207	7385195	7385451
read_850	246	19273164	19273420
read_851	233	11604490	11604746
read_852	243	14648760	14649016
read_853	205	14333520	14333776
read_854	227	12350531	12350787
read_855	221	9154159	9154415
read_856	229	5175013	5175269
read_857	206	6326878	6327134
read_858	235	24069692	24069948
read_859	231	2143732	2143988
read_860	241	8231193	8231449
read_861	230	14257393	14257649
read_862	240	19493429	19493685
read_863	224	6567533	6567789
read_864	228	13298438	13298694
read_865	253	18004531	18004787
read_866	234	2900654	2900910
read_867	246	20715132	20715388
read_868	235	7398205	7398461
read_869	214	19989772	19990028
read_870	235	16870015	16870271
read_871	252	23542900	23543156
read_872	236	10703032	10703288
read_873	218	15464285	15464541
read_874	223	23004430	23004686
read_875	228	18031723	18031979
read_876	203	23786119	23786375
read_877	216	17877604	17877860
read_878	233	929556	929812
read_879	223	10404675	10404931
read_880	223	17131812	17132068
read_881	225	21173416	21173672
read_882	218	2836003	2836259
read_883	253	13924565	13924821
read_884	243	19212674	19212930
read_885	228	9636538	9636794
read_886	234	24630866	24631122
read_887	237	4209251	4209507
read_888	239	11738314	11738570
read_889	252	13948342	13948598
read_890	243	12938619	12938875
read_891	93	11387027	11387283
read_892	243	6312791	6313047
read_893	251	23100814	23101070
read_894	233	3140735	3140991
read_895	212	6349286	6349542
read_896	238	7252415	7252671
read_897	234	19708918	19709174
read_898	254	1303100	1303356
read_899	217	2115940	2116196
read_900	241	20005176	20005432
read_901	90	22251684	22251940
read_902	221	24113119	24113375
read_903	229	15673444	15673700
read_904	225	24706723	24706979
read_905	245	14210531	14210787
read_906	229	12521081	12521337
read_907	254	21367677	21367933
read_908	247	3967854	3968110
read_909	230	17308681	17308937
read_910	91	21197054	21197310
read_911	227	18895270	18895526
read_912	226	24499416	24499672
read_913	226	4632239	4632495
read_914	218	3913645	3913901
read_915	226	5036545	5036801
read_916	238	21008368	21008624
read_917	238	5329932	5330188
read_918	250	9070352	9070608
read_919	220	9444034	9444290
read_920	218	8551917	8552173
read_921	244	12411584	12411840
read_922	93	4019368	4019624
read_923	229	9509453	9509709
read_924	224	10076542	10076798
read_925	230	12671217	12671473
read_926	236	11668714	11668970
read_927	247	12855535	12855791
read_928	230	6574655	6574911
read_929	241	19486545	19486801
read_930	234	17282217	17282473
read_931	221	8939690	8939946
read_932	233	14106712	14106968
read_933	245	23438697	23438953
read_934	217	8362448	8362704
read_935	228	6109900	6110156
read_936	220	16876298	16876554
read_937	243	3770292	3770548
read_938	216	17197002	17197258
read_939	246	12329078	12329334
read_940	225	20490355	20490611
read_941	228	2882170	2882426
read_942	228	13753430	13753686
read_943	226	2713203	2713459
read_944	227	6193380	6193636
read_945	234	5031003	5031259
read_946	220	21602010	21602266
read_947	237	18762991	18763247
read_948	233	4953361	4953617
read_949	217	322323	322579
read_950	234	6879853	6880109
read_951	230	20114158	20114414
read_952	233	7799093	7799349
read_953	235	8860848	8861104
read_954	234	17051579	17051835
read_955	240	3080519	3080775
read_956	224	10403707	10403963
read_957	240	13405735	13405991
read_958	254	7708882	7709138
read_959	233	7841062	7841318
read_960	228	15322226	15322482
read_961	237	9919493	9919749
read_962	218	17484521	17484777
read_963	218	22549119	22549375
read_964	236	22366023	22366279
read_965	225	24457062	24457318
read_966	220	18335026	18335282
read_967	90	23843890	23844146
read_968	224	21604414	21604670
read_969	226	12341225	12341481
read_970	236	17445862	17446118
read_971	239	14254566	14254822
read_972	245	12877385	12877641
read_973	204	11838444	11838700
read_974	239	19200123	19200379
read_975	211	18202061	18202317
read_976	239	3289836	3290092
read_977	229	9509069	9509325
read_978	251	13352153	13352409
read_979	244	11085946	11086202
read_980	228	11344130	11344386
read_981	226	10489314	10489570
read_982	233	7795624	7795880
read_983	210	21364546	21364802
read_984	230	22326398	22326654
read_985	238	14211637	14211893
read_986	236	274001	274257
read_987	227	11504974	11505230
read_988	242	14871172	14871428
read_989	217	8634878	8635134
read_990	251	23516200	23516456
read_991	220	12415608	12415864
read_992	237	8873923	8874179
read_993	244	4303971	4304227
read_994	239	15018206	15018462
read_995	216	10981114	10981370
read_996	224	20723027	20723283
read_997	236	6302365	6302621
read_998	220	1829722	1829978
read_999	234	13153373	13153629
read_1000	243	17781907	17782163
read_1001	233	8605523	8605779
read_1002	218	5895709	5895965
read_1003	232	15481946	15482202
read_1004	237	2158728	2158984
read_1005	224	14190650	14190906
